CDREDE;DE;CODMUN;MUN;CATEG;TIPOESC;COD_ESC;NOMESC;AL_ALEMAO_DU;AL_ESPANHOL_DU;AL_FRANCES_DU;AL_INGLES_DU;AL_ITALIANO_DU;AL_JAPONES_DU;AL_MANDARIM_DU;TOTAL_AL_DU;AL_ALEMAO_SAB_SEMANA;AL_ESPANHOL_SAB_SEMANA;AL_FRANCES_SAB_SEMANA;AL_INGLES_SAB_SEMANA;AL_ITALIANO_SAB_SEMANA;AL_JAPONES_SAB_SEMANA;AL_MANDARIM_SAB_SEMANA;TOTAL_AL_SAB_SEMANA;AL_ALEMAO_SAB;AL_ESPANHOL_SAB;AL_FRANCES_SAB;AL_INGLES_SAB;AL_ITALIANO_SAB;AL_JAPONES_SAB;AL_MANDARIM_SAB;TOTAL_AL_SAB;CL_ALEMAO_DU;CL_ESPANHOL_DU;CL_FRANCES_DU;CL_INGLES_DU;CL_ITALIANO_DU;CL_JAPONES_DU;CL_MANDARIM_DU;TOTAL_CL_DU;CL_ALEMAO_SAB_SEMANA;CL_ESPANHOL_SAB_SEMANA;CL_FRANCES_SAB_SEMANA;CL_INGLES_SAB_SEMANA;CL_ITALIANO_SAB_SEMANA;CL_JAPONES_SAB_SEMANA;CL_MANDARIM_SAB_SEMANA;TOTAL_CL_SAB_SEMANA;CL_ALEMAO_SAB;CL_ESPANHOL_SAB;CL_FRANCES_SAB;CL_INGLES_SAB;CL_ITALIANO_SAB;CL_JAPONES_SAB;CL_MANDARIM_SAB;TOTAL_CL_SAB;TOTAL_TOTAL_AL;TOTAL_TOTAL_CL
10318;SUL 3;100;SAO PAULO;2;6;458351;CEL JTO A EE ESTHER GARCIA PROFA;30;40;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;12;4;9;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;82;14
10502;SUZANO;672;SUZANO;2;6;985181;CEL JTO A EE RAUL BRASIL PROFESSOR;0;850;149;29;0;103;0;1131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;9;1;0;6;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1131;60
10503;ITAQUAQUECETUBA;379;ITAQUAQUECETUBA;2;6;458545;CEL JTO A EE ZILDA BRACONI AMADOR PROFA;0;78;0;46;0;0;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;2;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;9
10503;ITAQUAQUECETUBA;546;POA;2;6;446026;CEL JTO A EE PAULO EDUARDO OLINTHO REHDER JORNALISTA;0;161;0;62;0;0;0;223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;2;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223;12
10602;MAUA;442;MAUA;2;6;458570;CEL JTO A EE OLAVO HANSEN;0;366;0;33;0;0;0;399;0;0;0;0;0;0;0;0;0;54;0;33;0;0;0;87;0;14;0;1;0;0;0;15;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;3;486;18
10602;MAUA;581;RIBEIRAO PIRES;2;6;458557;CEL JTO A EE FELICIO LAURITO DR;0;27;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;2
10606;SAO BERNARDO DO CAMPO;635;SAO BERNARDO DO CAMPO;2;6;985200;CEL JTO A EE 20 DE AGOSTO;12;341;0;0;0;0;0;353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;353;13
10102;CENTRO;100;SAO PAULO;2;6;985107;CEL JTO A EE MAURO DE OLIVEIRA PROFESSOR;0;119;43;48;0;0;0;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;2;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;12
10205;LESTE 5;100;SAO PAULO;2;6;458296;CEL JTO A EE JOSE MARQUES DA CRUZ PROF;21;148;16;74;0;0;0;259;0;0;0;0;0;0;0;0;21;95;22;19;20;0;0;177;2;8;1;3;0;0;0;14;0;0;0;0;0;0;0;0;1;4;1;1;1;0;0;8;436;22
10314;SUL 2;100;SAO PAULO;2;6;985156;CEL JTO A EE LEOPOLDO SANTANA PROFESSOR;117;377;196;77;65;91;0;923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;16;9;3;3;4;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;923;41
10316;CENTRO SUL;100;SAO PAULO;2;6;498634;CEL JTO A EE ROOSEVELT PRESIDENTE;0;145;43;22;0;32;0;242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;1;0;3;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;242;19
10316;CENTRO SUL;100;SAO PAULO;2;6;985788;CEL JTO A EE JULIA MACEDO PANTOJA PROFESSORA;59;472;41;129;64;83;0;848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;24;3;5;4;5;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;848;45
10318;SUL 3;100;SAO PAULO;2;6;29828;CEL JTO A EE LAERTE RAMOS PROF DR;0;363;0;140;0;146;0;649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;5;0;7;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;649;29
10318;SUL 3;100;SAO PAULO;2;6;458399;CEL JTO A EE ALBERTO SALOTTI PROF;0;173;96;46;0;0;0;315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;2;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;315;13
10318;SUL 3;100;SAO PAULO;2;6;985168;CEL JTO A EE PAULINO NUNES ESPOSO;0;238;0;61;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;2;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299;13
10401;CAIEIRAS;239;CAIEIRAS;2;6;499729;CEL JTO A EE WALTHER WEISZFLOG;55;219;0;52;0;0;0;326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;0;2;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;326;15
10401;CAIEIRAS;311;FRANCISCO MORATO;2;6;985659;CEL JTO A EE CELESTINA VALENTE LEGENFELDER;0;148;0;21;0;0;0;169;0;0;0;0;0;0;0;0;0;86;0;0;0;0;0;86;0;6;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;255;10
10401;CAIEIRAS;312;FRANCO DA ROCHA;2;6;499742;CEL JTO A EE BENEDITO FAGUNDES MARQUES;0;321;0;28;0;0;0;349;0;0;0;0;0;0;0;0;0;27;0;34;0;0;0;61;0;13;0;1;0;0;0;14;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;410;16
10402;GUARULHOS SUL;336;GUARULHOS;2;6;985673;CEL JTO A EE ALICE CHUERY PROFESSORA;0;284;135;63;0;0;0;482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;7;2;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;482;23
10403;GUARULHOS NORTE;336;GUARULHOS;2;6;407331;CEL JTO A EE CONRADO SIVILA ALSINA PADRE;0;404;118;129;116;0;0;767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;5;5;8;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;767;44
10501;MOGI DAS CRUZES;454;MOGI DAS CRUZES;2;6;985752;CEL JTO A EE FRANCISCO FERREIRA LOPES;0;708;48;223;55;54;30;1118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;4;10;4;3;2;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1118;56
10502;SUZANO;305;FERRAZ DE VASCONCELOS;2;6;496443;CEL JTO A EE PROFA IGNES CORREA ALLEN;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
10601;DIADEMA;286;DIADEMA;2;6;499161;CEL JTO A EE ORIGENES LESSA;23;173;0;36;0;0;0;232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;0;2;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232;12
10602;MAUA;442;MAUA;2;6;985570;CEL JTO A EE MARLENE CAMARGO RIBEIRO;0;292;0;68;0;0;0;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;2;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;360;13
10104;NORTE 2;100;SAO PAULO;2;6;458314;CEL JTO A EE VERIDIANA CAMACHO CARVALHO GOMES PROFA;0;96;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;5
10104;NORTE 2;100;SAO PAULO;2;6;985016;CEL JTO A EE ALBINO CESAR;0;146;0;76;0;0;0;222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;3;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222;12
10205;LESTE 5;100;SAO PAULO;2;6;985041;CEL JTO A EE JOAO DIAS DA SILVEIRA PROFESSOR;19;130;26;67;0;0;0;242;0;0;0;0;0;0;0;0;10;168;27;47;0;0;0;252;2;8;3;3;0;0;0;16;0;0;0;0;0;0;0;0;1;7;1;2;0;0;0;11;494;27
10205;LESTE 5;100;SAO PAULO;2;6;985685;CEL JTO A EE PAULO EGYDIO O CARVALHO SENADOR;0;99;65;100;0;0;0;264;0;0;0;0;0;0;0;0;29;125;69;67;34;0;0;324;0;5;3;3;0;0;0;11;0;0;0;0;0;0;0;0;2;6;5;2;1;0;0;16;588;27
10317;SUL 1;100;SAO PAULO;2;6;5029;CEL JTO A EE MEXICO;0;108;0;31;0;0;0;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;6
10317;SUL 1;100;SAO PAULO;2;6;482341;CEL JTO A EE PLINIO NEGRAO;55;168;77;56;11;63;0;430;0;0;0;0;0;0;0;0;58;71;15;79;29;56;0;308;3;10;4;3;2;4;0;26;0;0;0;0;0;0;0;0;4;3;1;4;2;3;0;17;738;43
10401;CAIEIRAS;241;CAJAMAR;2;6;458405;CEL JTO A EE WALTER RIBAS DE ANDRADE PROF;0;0;0;19;0;0;0;19;0;0;0;0;0;0;0;0;0;7;0;83;0;0;0;90;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;4;109;5
10501;MOGI DAS CRUZES;454;MOGI DAS CRUZES;2;6;458594;CEL JTO A EE FIRMINO LADEIRA PROF;11;270;59;31;13;57;0;441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13;4;3;1;3;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441;25
10603;SANTO ANDRE;626;SANTO ANDRE;2;6;985193;CEL JTO A EE PROF AMARAL WAGNER;0;376;125;0;0;0;0;501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;8;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;501;25
10701;CARAPICUIBA;278;COTIA;2;6;985223;CEL JTO A EE PEDRO CASEMIRO LEITE PROFESSOR;13;369;65;100;64;96;0;707;0;0;0;0;0;0;0;0;16;23;0;0;17;14;0;70;2;21;5;4;4;6;0;42;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;4;777;46
10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;2;6;6049;CEL JTO A EE PASCHOAL CARLOS MAGNO;0;28;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;1
10702;ITAPECERICA DA SERRA;370;ITAPECERICA DA SERRA;2;6;434848;CEL JTO A EE NATERCIA CREMM DE MORAES PEDRO PROFESSORA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;0;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4;89;4
10704;OSASCO;492;OSASCO;2;6;985235;CEL JTO A EE ANTONIO RAPOSO TAVARES;0;418;157;67;33;0;0;675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;7;2;1;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;25
20103;SAO VICENTE;459;MONGAGUA;2;6;464004;CEL JTO A EE AIDA LEDA BAUER DAVIES PROFESSORA;0;33;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;2
20103;SAO VICENTE;558;PRAIA GRANDE;2;6;435752;CEL JTO A EE REYNALDO KUNTZ BUSCH DOUTOR;0;162;37;105;0;0;0;304;0;0;0;0;0;0;0;0;0;169;0;48;0;0;0;217;0;8;2;4;0;0;0;14;0;0;0;0;0;0;0;0;0;7;0;2;0;0;0;9;521;23
20202;GUARATINGUETA;332;GUARATINGUETA;2;6;985557;CEL JTO A EE RODRIGUES ALVES CONSELHEIRO;36;208;0;94;24;0;0;362;0;0;0;0;0;0;0;0;29;277;0;95;0;0;0;401;2;9;0;3;1;0;0;15;0;0;0;0;0;0;0;0;1;10;0;3;0;0;0;14;763;29
20204;PINDAMONHANGABA;246;CAMPOS DO JORDAO;2;6;460254;CEL JTO A EE THEODORO CORREA CINTRA PROF;0;31;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;2
20102;SANTOS;335;GUARUJA;2;6;460345;CEL JTO A EE MARCILIO DIAS;0;21;0;27;3;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;5
20102;SANTOS;633;SANTOS;2;6;564801;CEL JTO A ZULMIRA CAMPOS;0;253;0;52;0;0;0;305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;2;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;305;11
20102;SANTOS;633;SANTOS;2;6;985594;CEL JTO A EE OLGA CURY;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1
20103;SAO VICENTE;369;ITANHAEM;2;6;985624;CEL JTO A EE BENEDITO CALIXTO;0;313;0;143;0;0;0;456;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;20;0;14;0;5;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;476;20
20202;GUARATINGUETA;284;CUNHA;2;6;459203;CEL JTO A EE PAULO VIRGINIO;7;52;0;21;0;0;0;80;0;0;0;0;0;0;0;0;0;142;0;26;32;0;0;200;1;3;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;5;0;1;1;0;0;7;280;12
20204;PINDAMONHANGABA;528;PINDAMONHANGABA;2;6;460278;CEL JTO A EE ALFREDO PUJOL DOUTOR;0;369;0;99;0;0;0;468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;4;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;468;23
20204;PINDAMONHANGABA;695;TREMEMBE;2;6;460291;CEL JTO A EE MANUEL CABRAL;0;17;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;7;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;24;3
20205;SAO JOSE DOS CAMPOS;645;SAO JOSE DOS CAMPOS;2;6;985259;CEL JTO A EE ESTEVAN FERRI PROFESSOR;40;292;102;181;0;127;0;742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;17;7;7;0;8;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;742;42
20207;JACAREI;392;JACAREI;2;6;459586;CEL JTO A EE FRANCISCO F FERREIRA DA SILVA PROF;0;188;0;61;0;0;0;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;2;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249;12
20305;ITAPEVA;372;ITAPEVA;2;6;388300;CEL JTO A EE NICOTA SOARES;0;0;0;24;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;30;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;54;2
20306;ITU;387;ITU;2;6;985648;CEL JTO A EE REGENTE FEIJO;0;204;0;103;0;81;0;388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;4;0;4;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;388;17
20306;ITU;600;SALTO;2;6;434036;CEL JTO A EE PAULA SANTOS PROFA;0;307;0;0;0;0;0;307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;307;13
20307;SAO ROQUE;345;IBIUNA;2;6;466165;CEL JTO A EE MARIA ANGERAMI SCALAMANDRE;0;220;90;44;33;20;0;407;0;0;0;0;0;0;0;0;0;17;40;0;27;40;0;124;0;12;4;2;2;1;0;21;0;0;0;0;0;0;0;0;0;1;2;0;1;2;0;6;531;27
20308;SOROCABA;669;SOROCABA;2;6;985284;CEL JTO A EE ANTONIO PADILHA;82;596;137;163;0;129;0;1107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;36;9;6;0;11;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1107;70
20310;VOTORANTIM;178;ARACOIABA DA SERRA;2;6;458697;CEL JTO A EE MARIA ANGELICA BAILLOT PROFA;0;40;0;69;0;0;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;5
20310;VOTORANTIM;526;PIEDADE;2;6;446973;CEL JTO A EE CARLOS AUGUSTO DE CAMARGO PROFESSOR;10;177;22;70;0;0;0;279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;1;2;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279;14
20310;VOTORANTIM;527;PILAR DO SUL;2;6;458752;CEL JTO A EE ODILON BATISTA JORDAO VER;0;64;0;34;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;4
10606;SAO BERNARDO DO CAMPO;636;SAO CAETANO DO SUL;2;6;985211;CEL JTO A EE IDALINA MACEDO COSTA SODRE DONA;0;158;25;98;0;22;0;303;0;0;0;0;0;0;0;0;45;85;0;0;0;66;0;196;0;6;1;3;0;1;0;11;0;0;0;0;0;0;0;0;2;3;0;0;0;2;0;7;499;18
10701;CARAPICUIBA;255;CARAPICUIBA;2;6;407410;CEL JTO A EE WILLIAN RODRIGUES REBUA;0;253;94;52;0;0;0;399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;2;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;399;18
10702;ITAPECERICA DA SERRA;370;ITAPECERICA DA SERRA;2;6;985697;CEL JTO A EE ASA BRANCA DA SERRA;0;77;0;35;0;0;0;112;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;35;0;4;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;147;6
10704;OSASCO;492;OSASCO;2;6;458624;CEL JTO A EE JOAO BAPTISTA DE BRITO PROF;0;119;0;0;0;0;0;119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;5
20102;SANTOS;335;GUARUJA;2;6;460370;CEL JTO A PROFA THEREZA SILVEIRA DE ALMEIDA;0;37;0;31;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;4
20103;SAO VICENTE;657;SAO VICENTE;2;6;985247;CEL JTO A EE MARTIM AFONSO;0;295;122;120;0;54;0;591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;5;4;0;2;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;591;24
20202;GUARATINGUETA;282;CRUZEIRO;2;6;985260;CEL JTO A EE OSVALDO CRUZ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;35;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;62;2
20204;PINDAMONHANGABA;528;PINDAMONHANGABA;2;6;474770;CEL JTO A EE ANTONIA CARLOTA GOMES PROFESSORA;0;126;0;0;0;0;0;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;7
20304;ITAPETININGA;687;TATUI;2;6;459288;CEL JTO A EE CHICO PEREIRA;0;36;0;73;0;0;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;4
20305;ITAPEVA;251;CAPAO BONITO;2;6;459495;CEL JTO A EE RAUL VENTURELLI DR;0;154;0;137;0;0;0;291;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;27;0;7;0;5;0;0;0;12;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;318;13
20306;ITU;554;PORTO FELIZ;2;6;459549;CEL JTO A EE SECKLER MONSENHOR;0;0;0;18;0;18;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;2
