CDREDE;DE;CODMUN;MUN;CATEG;TIPOESC;COD_ESC;NOMESC;AL_ALEMAO_DU;AL_ESPANHOL_DU;AL_FRANCES_DU;AL_INGLES_DU;AL_ITALIANO_DU;AL_JAPONES_DU;AL_MANDARIM_DU;TOTAL_AL_DU;AL_ALEMAO_SAB_SEMANA;AL_ESPANHOL_SAB_SEMANA;AL_FRANCES_SAB_SEMANA;AL_INGLES_SAB_SEMANA;AL_ITALIANO_SAB_SEMANA;AL_JAPONES_SAB_SEMANA;AL_MANDARIM_SAB_SEMANA;TOTAL_AL_SAB_SEMANA;AL_ALEMAO_SAB;AL_ESPANHOL_SAB;AL_FRANCES_SAB;AL_INGLES_SAB;AL_ITALIANO_SAB;AL_JAPONES_SAB;AL_MANDARIM_SAB;TOTAL_AL_SAB;CL_ALEMAO_DU;CL_ESPANHOL_DU;CL_FRANCES_DU;CL_INGLES_DU;CL_ITALIANO_DU;CL_JAPONES_DU;CL_MANDARIM_DU;TOTAL_CL_DU;CL_ALEMAO_SAB_SEMANA;CL_ESPANHOL_SAB_SEMANA;CL_FRANCES_SAB_SEMANA;CL_INGLES_SAB_SEMANA;CL_ITALIANO_SAB_SEMANA;CL_JAPONES_SAB_SEMANA;CL_MANDARIM_SAB_SEMANA;TOTAL_CL_SAB_SEMANA;CL_ALEMAO_SAB;CL_ESPANHOL_SAB;CL_FRANCES_SAB;CL_INGLES_SAB;CL_ITALIANO_SAB;CL_JAPONES_SAB;CL_MANDARIM_SAB;TOTAL_CL_SAB;TOTAL_TOTAL_AL;TOTAL_TOTAL_CL
10602;MAUA;442;MAUA;2;6;985570;CEL JTO A EE MARLENE CAMARGO RIBEIRO;0;290;0;33;0;0;0;323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;0
10606;SAO BERNARDO DO CAMPO;636;SAO CAETANO DO SUL;2;6;985211;CEL JTO A EE IDALINA MACEDO COSTA SODRE DONA;49;167;0;58;0;54;0;328;0;0;0;0;0;0;0;0;52;126;0;31;0;70;0;279;2;7;0;2;0;2;0;13;0;0;0;0;0;0;0;0;2;4;0;1;0;2;0;9;607;9
10701;CARAPICUIBA;255;CARAPICUIBA;2;6;407410;CEL JTO A EE WILLIAN RODRIGUES REBUA;20;232;68;17;0;0;0;337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;4;1;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;337;0
10702;ITAPECERICA DA SERRA;370;ITAPECERICA DA SERRA;2;6;985697;CEL JTO A EE ASA BRANCA DA SERRA;0;110;0;20;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;22;0;5;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;152;1
10104;NORTE 2;100;SAO PAULO;2;6;458314;CEL JTO A EE VERIDIANA CAMACHO CARVALHO GOMES PROFA;0;33;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0
10104;NORTE 2;100;SAO PAULO;2;6;985016;CEL JTO A EE ALBINO CESAR;0;49;0;43;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;2;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;0
10205;LESTE 5;100;SAO PAULO;2;6;985041;CEL JTO A EE JOAO DIAS DA SILVEIRA PROFESSOR;6;129;59;29;0;0;0;223;0;0;0;0;0;0;0;0;3;111;35;46;21;0;0;216;1;8;3;1;0;0;0;13;0;0;0;0;0;0;0;0;1;6;1;2;1;0;0;11;439;11
10205;LESTE 5;100;SAO PAULO;2;6;985685;CEL JTO A EE PAULO EGYDIO O CARVALHO SENADOR;0;19;6;18;0;0;0;43;0;0;0;0;0;0;0;0;8;126;55;34;0;0;0;223;0;3;1;1;0;0;0;5;0;0;0;0;0;0;0;0;1;8;4;3;0;0;0;16;266;16
10317;SUL 1;100;SAO PAULO;2;6;5029;CEL JTO A EE MEXICO;0;118;0;27;0;0;0;145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;0
10317;SUL 1;100;SAO PAULO;2;6;482341;CEL JTO A EE PLINIO NEGRAO;0;155;88;56;0;25;0;324;0;0;0;0;0;0;0;0;36;37;25;50;21;46;0;215;0;10;4;3;0;2;0;19;0;0;0;0;0;0;0;0;2;2;1;3;1;2;0;11;539;11
10401;CAIEIRAS;239;CAIEIRAS;2;6;499729;CEL JTO A EE OTTO WEISZFLOG;39;167;0;42;0;0;0;248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;0;2;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248;0
10401;CAIEIRAS;241;CAJAMAR;2;6;458405;CEL JTO A EE SUZANA DIAS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;24;2
10501;MOGI DAS CRUZES;454;MOGI DAS CRUZES;2;6;458594;CEL JTO A EE FIRMINO LADEIRA PROF;0;175;43;15;29;43;9;314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;6;2;2;5;1;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314;0
10603;SANTO ANDRE;626;SANTO ANDRE;2;6;985193;CEL JTO A EE PROF AMARAL WAGNER;0;262;84;15;0;0;0;361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;8;1;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;361;0
10701;CARAPICUIBA;278;COTIA;2;6;985223;CEL JTO A EE PEDRO CASEMIRO LEITE PROFESSOR;4;180;0;36;57;73;0;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;0;4;6;7;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;0
10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;2;6;6049;CEL JTO A EE PASCHOAL CARLOS MAGNO;0;52;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0
10702;ITAPECERICA DA SERRA;410;JUQUITIBA;2;6;6419;CEL JTO A EE OREDO RODRIGUES DA CRUZ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;15;1
10704;OSASCO;492;OSASCO;2;6;985235;CEL JTO A EE ANTONIO RAPOSO TAVARES;0;358;148;77;0;0;0;583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;7;3;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;583;0
20103;SAO VICENTE;459;MONGAGUA;2;6;464004;CEL JTO A EE AIDA LEDA BAUER DAVIES PROFESSORA;0;62;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0
20103;SAO VICENTE;558;PRAIA GRANDE;2;6;435752;CEL JTO A EE REYNALDO KUNTZ BUSCH DOUTOR;0;139;35;26;0;0;0;200;0;0;0;0;0;0;0;0;0;99;66;30;0;0;0;195;0;6;1;1;0;0;0;8;0;0;0;0;0;0;0;0;0;4;2;1;0;0;0;7;395;7
20202;GUARATINGUETA;332;GUARATINGUETA;2;6;985557;CEL JTO A EE RODRIGUES ALVES CONSELHEIRO;47;198;0;25;69;0;0;339;0;0;0;0;0;0;0;0;27;349;0;88;0;0;0;464;2;8;0;1;3;0;0;14;0;0;0;0;0;0;0;0;1;12;0;3;0;0;0;16;803;16
10102;CENTRO;100;SAO PAULO;2;6;985028;CEL JTO A EE BUENOS AIRES;25;148;90;51;0;0;0;314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;7;2;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314;0
10207;LESTE 1;100;SAO PAULO;2;6;985053;CEL JTO A EE NOSSA SENHORA DA PENHA;91;425;46;46;33;17;0;658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;26;3;3;2;2;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;658;0
10207;LESTE 1;100;SAO PAULO;2;6;985065;CEL JTO A EE ERMELINO MATARAZZO;0;329;203;111;0;0;0;643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;9;5;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;643;0
10208;LESTE 4;100;SAO PAULO;2;6;411875;CEL JTO A EE DONA ZALINA ROLIM;0;67;0;47;0;0;0;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;4;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;0
10210;LESTE 2;100;SAO PAULO;2;6;458272;CEL JTO A EE DOM PEDRO I;17;49;16;14;0;28;0;124;0;0;0;0;0;0;0;0;0;334;74;92;0;0;0;500;1;3;1;1;0;2;0;8;0;0;0;0;0;0;0;0;0;15;3;7;0;0;0;25;624;25
10211;LESTE 3;100;SAO PAULO;2;6;985089;CEL JTO A EE FADLO HAIDAR;41;727;157;169;54;138;0;1286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;33;8;6;3;7;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1286;0
10312;CENTRO OESTE;100;SAO PAULO;2;6;431850;CEL JTO A EE ANHANGUERA;0;16;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0
10312;CENTRO OESTE;100;SAO PAULO;2;6;985132;CEL JTO A EE RUI BLOEM;0;232;37;39;0;13;0;321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2;2;0;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;0
10316;CENTRO SUL;100;SAO PAULO;2;6;985120;CEL JTO A EE ALEXANDRE DE GUSMAO;0;134;43;41;20;89;0;327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;6;2;3;7;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327;0
10318;SUL 3;100;SAO PAULO;2;6;458351;CEL JTO A EE ESTHER GARCIA PROFA;0;56;0;27;0;0;0;83;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9;0;4;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;92;1
10401;CAIEIRAS;311;FRANCISCO MORATO;2;6;985659;CEL JTO A EE LENITA CORREA CAMARGO PROFA;0;58;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;43;0;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;101;2
10502;SUZANO;672;SUZANO;2;6;985181;CEL JTO A EE RAUL BRASIL PROFESSOR;0;661;147;32;0;94;0;934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;8;1;0;6;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;934;0
10503;ITAQUAQUECETUBA;379;ITAQUAQUECETUBA;2;6;458545;CEL JTO A EE ZILDA BRACONI AMADOR PROFA;0;66;0;20;0;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;0
10503;ITAQUAQUECETUBA;546;POA;2;6;446026;CEL JTO A EE PAULO EDUARDO OLINTHO REHDER JORNALISTA;0;93;0;30;0;0;0;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;0
10602;MAUA;442;MAUA;2;6;458570;CEL JTO A EE OLAVO HANSEN;0;348;0;31;0;0;0;379;0;0;0;0;0;0;0;0;0;62;0;28;0;0;0;90;0;14;0;1;0;0;0;15;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;3;469;3
10606;SAO BERNARDO DO CAMPO;635;SAO BERNARDO DO CAMPO;2;6;985200;CEL JTO A EE 20 DE AGOSTO;55;273;0;0;0;0;0;328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;11;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;328;0
20102;SANTOS;335;GUARUJA;2;6;460345;CEL JTO A EE MARCILIO DIAS;0;5;0;1;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0
20102;SANTOS;335;GUARUJA;2;6;460370;CEL JTO A PROFA THEREZA SILVEIRA DE ALMEIDA;0;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
20103;SAO VICENTE;657;SAO VICENTE;2;6;985247;CEL JTO A EE MARTIM AFONSO;0;217;86;111;0;0;0;414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;4;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;414;0
20202;GUARATINGUETA;282;CRUZEIRO;2;6;985260;CEL JTO A EE OSVALDO CRUZ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;34;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;46;2
20204;PINDAMONHANGABA;528;PINDAMONHANGABA;2;6;474770;CEL JTO A EE ANTONIA CARLOTA GOMES PROFESSORA;0;92;0;0;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;0
20304;ITAPETININGA;687;TATUI;2;6;459288;CEL JTO A EE CHICO PEREIRA;0;17;0;59;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0
20305;ITAPEVA;251;CAPAO BONITO;2;6;459495;CEL JTO A EE RAUL VENTURELLI DR;0;133;0;101;0;0;0;234;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;28;0;6;0;4;0;0;0;10;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;262;2
20305;ITAPEVA;372;ITAPEVA;2;6;388300;CEL JTO A EE PROF? ZULMIRA DE OLIVEIRA;0;32;0;28;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0
20306;ITU;554;PORTO FELIZ;2;6;459549;CEL JTO A EE SECKLER MONSENHOR;0;0;0;40;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0
20310;VOTORANTIM;717;VOTORANTIM;2;6;438030;CEL JTO A EE DANIEL VERANO PROFESSOR;6;164;73;32;25;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;6;1;2;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0
20311;PIRAJU;537;PIRAJU;2;6;460382;CEL JTO A EE JOAQUIM GUILHERME MOREIRA PORTO DR;0;200;8;42;0;10;0;260;0;0;0;0;0;0;0;0;0;48;0;16;0;18;0;82;0;15;1;2;0;1;0;19;0;0;0;0;0;0;0;0;0;3;0;1;0;1;0;5;342;5
20403;BRAGANCA PAULISTA;225;BRAGANCA PAULISTA;2;6;458375;CEL JTO A EE ALCINDO BUENO DE ASSIS MINISTRO;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
20404;CAMPINAS OESTE;244;CAMPINAS;2;6;985600;CEL JTO A EE ORLANDO SIGNORELLI;0;189;0;41;0;0;0;230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;2;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230;0
20409;MOGI MIRIM;455;MOGI GUACU;2;6;460217;CEL JTO A EE LUIZ MARTINI;0;37;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0
20409;MOGI MIRIM;456;MOGI MIRIM;2;6;985302;CEL JTO A EE MONSENHOR NORA;0;6;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
20410;PIRACICABA;535;PIRACICABA;2;6;460357;CEL JTO A EE ELIAS DE MELLO AYRES PROFESSOR;0;135;0;51;0;10;0;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;4;0;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196;0
20411;PIRASSUNUNGA;182;ARARAS;2;6;460424;CEL JTO A EE IGNACIO ZURITA JUNIOR;0;9;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
20413;SAO JOAO DA BOA VISTA;152;AGUAI;2;6;459902;CEL JTO A EE GERALDO LOURENCO PADRE;0;98;0;27;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0
20204;PINDAMONHANGABA;246;CAMPOS DO JORDAO;2;6;460254;CEL JTO A EE THEODORO CORREA CINTRA PROF;0;26;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0
20205;SAO JOSE DOS CAMPOS;645;SAO JOSE DOS CAMPOS;2;6;460497;CEL JTO A EE JOSE VIEIRA MACEDO PROF;0;163;40;62;0;117;0;382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;3;3;0;5;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;382;0
20205;SAO JOSE DOS CAMPOS;645;SAO JOSE DOS CAMPOS;2;6;985259;CEL JTO A EE ESTEVAM FERRI PROFESSOR;20;223;77;103;33;103;0;559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;15;6;7;2;7;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;559;0
20206;TAUBATE;234;CACAPAVA;2;6;985740;CEL JTO A EE MINISTRO JOSE MOURA RESENDE;0;30;19;21;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0
20302;AVARE;194;AVARE;2;6;985272;CEL JTO A EE JOAO CRUZ;0;217;12;32;36;32;0;329;0;0;0;0;0;0;0;0;0;58;35;23;0;0;0;116;0;18;3;2;5;2;0;30;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0;6;445;6
20303;BOTUCATU;412;LARANJAL PAULISTA;2;6;458284;CEL JTO A EE LUIZ CAMPACCI;0;142;0;67;0;0;0;209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;4;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;0
20304;ITAPETININGA;371;ITAPETININGA;2;6;444339;CEL JTO A EE PEIXOTO GOMIDE;0;121;37;41;25;0;0;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;2;1;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224;0
20307;SAO ROQUE;653;SAO ROQUE;2;6;443475;CEL JTO A EE HORACIO MANLEY LANE;0;49;0;0;2;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0
20308;SOROCABA;669;SOROCABA;2;6;417427;CEL JTO A EE JULIO PRESTES DE ALBUQUERQUE DOUTOR;34;316;56;73;6;134;0;619;0;28;0;0;6;0;0;34;0;0;0;0;0;0;0;0;4;19;5;5;2;8;0;43;0;2;0;0;1;0;0;3;0;0;0;0;0;0;0;0;653;3
20310;VOTORANTIM;602;SALTO DE PIRAPORA;2;6;458855;CEL JTO A EE AFONSO VERGUEIRO DOUTOR;0;140;0;22;0;0;0;162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;0
20313;ITARARE;380;ITARARE;2;6;441430;CEL JTO A EE TOME TEIXEIRA;0;0;6;21;0;0;0;27;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;21;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;48;2
